code,name,市场类型
002398,垒知集团,深圳
002399,海普瑞,深圳
002400,省广集团,深圳
002401,中远海科,深圳
002402,和而泰,深圳
002403,爱仕达,深圳
002404,嘉欣丝绸,深圳
002405,四维图新,深圳
002406,远东传动,深圳
002407,多氟多,深圳
002408,齐翔腾达,深圳
002409,雅克科技,深圳
002410,广联达,深圳
002412,汉森制药,深圳
002413,雷科防务,深圳
002414,高德红外,深圳
002415,海康威视,深圳
002416,爱施德,深圳
002418,康盛股份,深圳
002419,天虹股份,深圳
002420,毅昌科技,深圳
002421,达实智能,深圳
002422,科伦药业,深圳
002423,中粮资本,深圳
002424,贵州百灵,深圳
002425,ST凯文,深圳
002426,胜利精密,深圳
002427,尤夫股份,深圳
002428,云南锗业,深圳
002429,兆驰股份,深圳
002430,杭氧股份,深圳
002431,棕榈股份,深圳
002432,九安医疗,深圳
002434,万里扬,深圳
002436,兴森科技,深圳
002437,誉衡药业,深圳
002438,江苏神通,深圳
002439,启明星辰,深圳
002440,闰土股份,深圳
002441,众业达,深圳
002442,龙星科技,深圳
002443,金洲管道,深圳
002444,巨星科技,深圳
002445,中南文化,深圳
002446,盛路通信,深圳
002448,中原内配,深圳
002449,国星光电,深圳
002451,摩恩电气,深圳
002452,长高电新,深圳
002453,华软科技,深圳
002454,松芝股份,深圳
002455,百川股份,深圳
002456,欧菲光,深圳
002457,青龙管业,深圳
002458,益生股份,深圳
002459,晶澳科技,深圳
002460,赣锋锂业,深圳
002461,珠江啤酒,深圳
002462,嘉事堂,深圳
002463,沪电股份,深圳
002465,海格通信,深圳
002466,天齐锂业,深圳
002467,二六三,深圳
002468,申通快递,深圳
002469,三维化学,深圳
002470,金正大,深圳
002471,中超控股,深圳
002472,双环传动,深圳
002474,榕基软件,深圳
002475,立讯精密,深圳
002476,宝莫股份,深圳
002478,常宝股份,深圳
002479,富春环保,深圳
002480,新筑股份,深圳
002481,双塔食品,深圳
002482,广田集团,深圳
002483,润邦股份,深圳
002484,江海股份,深圳
002485,ST雪发,深圳
002486,嘉麟杰,深圳
002487,大金重工,深圳
002488,金固股份,深圳
002489,浙江永强,深圳
002490,山东墨龙,深圳
002491,通鼎互联,深圳
002492,恒基达鑫,深圳
002493,荣盛石化,深圳
002494,华斯股份,深圳
002495,佳隆股份,深圳
002496,*ST辉丰,深圳
002497,雅化集团,深圳
002498,汉缆股份,深圳
002500,山西证券,深圳
002501,利源股份,深圳
002506,协鑫集成,深圳
002507,涪陵榨菜,深圳
002508,老板电器,深圳
002510,天汽模,深圳
002511,中顺洁柔,深圳
002512,达华智能,深圳
002513,蓝丰生化,深圳
002514,宝馨科技,深圳
002515,金字火腿,深圳
002516,旷达科技,深圳
002517,恺英网络,深圳
002518,科士达,深圳
002519,银河电子,深圳
002520,日发精机,深圳
002521,齐峰新材,深圳
002522,浙江众成,深圳
002523,天桥起重,深圳
002524,光正眼科,深圳
002526,山东矿机,深圳
002527,新时达,深圳
002528,ST英飞拓,深圳
002529,*ST海源,深圳
002530,金财互联,深圳
002531,天顺风能,深圳
002532,天山铝业,深圳
002533,金杯电工,深圳
002534,西子洁能,深圳
002535,林州重机,深圳
002536,飞龙股份,深圳
002537,海联金汇,深圳
002538,司尔特,深圳
002539,云图控股,深圳
002540,亚太科技,深圳
002541,鸿路钢构,深圳
002542,中化岩土,深圳
002543,万和电气,深圳
002544,普天科技,深圳
002545,东方铁塔,深圳
002546,新联电子,深圳
002547,春兴精工,深圳
002548,金新农,深圳
002549,凯美特气,深圳
002550,千红制药,深圳
002551,尚荣医疗,深圳
002552,宝鼎科技,深圳
002553,南方精工,深圳
002554,惠博普,深圳
002555,三七互娱,深圳
002556,辉隆股份,深圳
002557,洽洽食品,深圳
002558,巨人网络,深圳
002559,亚威股份,深圳
002560,通达股份,深圳
002561,徐家汇,深圳
002562,兄弟科技,深圳
002563,森马服饰,深圳
002564,天沃科技,深圳
002565,顺灏股份,深圳
002566,益盛药业,深圳
002567,唐人神,深圳
002568,百润股份,深圳
002569,*ST步森,深圳
002570,贝因美,深圳
002571,德力股份,深圳
002572,索菲亚,深圳
002573,清新环境,深圳
002574,明牌珠宝,深圳
002575,群兴玩具,深圳
002576,通达动力,深圳
002577,雷柏科技,深圳
002578,闽发铝业,深圳
002579,中京电子,深圳
002580,圣阳股份,深圳
002581,ST未名,深圳
002582,好想你,深圳
002583,海能达,深圳
002584,西陇科学,深圳
002585,双星新材,深圳
002586,*ST围海,深圳
002587,奥拓电子,深圳
002588,史丹利,深圳
002589,瑞康医药,深圳
002590,万安科技,深圳
002591,恒大高新,深圳
002592,ST八菱,深圳
002593,日上集团,深圳
002594,比亚迪,深圳
002595,豪迈科技,深圳
002596,海南瑞泽,深圳
002597,金禾实业,深圳
002598,山东章鼓,深圳
002599,盛通股份,深圳
002600,领益智造,深圳
002601,龙佰集团,深圳
002602,ST华通,深圳
002603,以岭药业,深圳
002605,姚记科技,深圳
002606,大连电瓷,深圳
002607,中公教育,深圳
002608,江苏国信,深圳
002609,捷顺科技,深圳
002611,东方精工,深圳
002612,朗姿股份,深圳
002613,北玻股份,深圳
002614,奥佳华,深圳
002615,哈尔斯,深圳
002616,长青集团,深圳
002617,露笑科技,深圳
002620,ST瑞和,深圳
002622,皓宸医疗,深圳
002623,亚玛顿,深圳
002624,完美世界,深圳
002625,光启技术,深圳
002626,金达威,深圳
002627,三峡旅游,深圳
002628,成都路桥,深圳
002629,仁智股份,深圳
002630,ST华西,深圳
002631,德尔未来,深圳
002632,道明光学,深圳
002633,申科股份,深圳
002634,棒杰股份,深圳
002635,安洁科技,深圳
002636,金安国纪,深圳
002637,赞宇科技,深圳
002638,勤上股份,深圳
002639,雪人集团,深圳
002640,跨境通,深圳
002641,公元股份,深圳
002642,荣联科技,深圳
002643,万润股份,深圳
002644,佛慈制药,深圳
002645,华宏科技,深圳
002646,天佑德酒,深圳
002647,*ST仁东,深圳
002648,卫星化学,深圳
002649,博彦科技,深圳
002650,ST加加,深圳
002651,利君股份,深圳
002652,扬子新材,深圳
002653,海思科,深圳
002654,万润科技,深圳
002655,共达电声,深圳
002656,*ST摩登,深圳
002657,中科金财,深圳
002658,雪迪龙,深圳
002659,凯文教育,深圳
002660,茂硕电源,深圳
002661,克明食品,深圳
002662,峰璟股份,深圳
002663,普邦股份,深圳
002664,信质集团,深圳
002666,德联集团,深圳
002667,威领股份,深圳
002668,TCL智家,深圳
002669,康达新材,深圳
002670,国盛金控,深圳
002671,龙泉股份,深圳
002672,东江环保,深圳
002673,西部证券,深圳
002674,兴业科技,深圳
002675,东诚药业,深圳
002676,顺威股份,深圳
002677,浙江美大,深圳
002678,珠江钢琴,深圳
002679,福建金森,深圳
002681,奋达科技,深圳
002682,龙洲股份,深圳
002683,广东宏大,深圳
002685,华东重机,深圳
002686,亿利达,深圳
002687,乔治白,深圳
002688,金河生物,深圳
002689,远大智能,深圳
002690,美亚光电,深圳
002691,冀凯股份,深圳
002692,远程股份,深圳
002693,*ST双成,深圳
002694,顾地科技,深圳
002695,煌上煌,深圳
002696,百洋股份,深圳
002697,红旗连锁,深圳
002698,博实股份,深圳
002700,万憬能源,深圳
002701,奥瑞金,深圳
002702,海欣食品,深圳
002703,浙江世宝,深圳
002705,新宝股份,深圳
002706,良信股份,深圳
002707,众信旅游,深圳
002708,光洋股份,深圳
002709,天赐材料,深圳
002712,思美传媒,深圳
002713,*ST东易,深圳
002714,牧原股份,深圳
002715,登云股份,深圳
002716,湖南白银,深圳
002717,ST岭南,深圳
002718,友邦吊顶,深圳
002719,麦趣尔,深圳
002721,金一文化,深圳
002722,物产金轮,深圳
002723,小崧股份,深圳
002724,海洋王,深圳
002725,跃岭股份,深圳
002726,龙大美食,深圳
002727,一心堂,深圳
002728,特一药业,深圳
002729,好利科技,深圳
002730,电光科技,深圳
002731,萃华珠宝,深圳
002732,燕塘乳业,深圳
002733,雄韬股份,深圳
002734,利民股份,深圳
002735,王子新材,深圳
002736,国信证券,深圳
002737,葵花药业,深圳
002738,中矿资源,深圳
002739,万达电影,深圳
002741,光华科技,深圳
002742,*ST三圣,深圳
002743,富煌钢构,深圳
002745,木林森,深圳
002746,仙坛股份,深圳
002747,埃斯顿,深圳
002748,世龙实业,深圳
002749,国光股份,深圳
002752,昇兴股份,深圳
002753,永东股份,深圳
002755,奥赛康,深圳
002756,永兴材料,深圳
002757,南兴股份,深圳
002758,浙农股份,深圳
002759,天际股份,深圳
002760,凤形股份,深圳
002761,浙江建投,深圳
002762,*ST金比,深圳
002763,汇洁股份,深圳
002765,蓝黛科技,深圳
002766,索菱股份,深圳
002767,先锋电子,深圳
002768,国恩股份,深圳
002769,普路通,深圳
002771,真视通,深圳
002772,众兴菌业,深圳
002773,康弘药业,深圳
002774,快意电梯,深圳
002775,文科股份,深圳
002777,久远银海,深圳
002778,中晟高科,深圳
002779,中坚科技,深圳
002780,三夫户外,深圳
002782,可立克,深圳
002783,凯龙股份,深圳
002785,万里石,深圳
002786,银宝山新,深圳
002787,华源控股,深圳
002788,鹭燕医药,深圳
002789,*ST建艺,深圳
002790,瑞尔特,深圳
002791,坚朗五金,深圳
002792,通宇通讯,深圳
002793,罗欣药业,深圳
002795,永和智控,深圳
002796,世嘉科技,深圳
002797,第一创业,深圳
002798,帝欧家居,深圳
002799,环球印务,深圳
002800,天顺股份,深圳
002801,微光股份,深圳
002802,洪汇新材,深圳
002803,吉宏股份,深圳
002805,丰元股份,深圳
002806,华锋股份,深圳
002807,江阴银行,深圳
002808,*ST恒久,深圳
002809,红墙股份,深圳
002810,山东赫达,深圳
002811,郑中设计,深圳
002812,恩捷股份,深圳
002813,路畅科技,深圳
002815,崇达技术,深圳
002816,*ST和科,深圳
002817,黄山胶囊,深圳
002818,富森美,深圳
002819,东方中科,深圳
002820,桂发祥,深圳
002821,凯莱英,深圳
002822,*ST中装,深圳
002823,凯中精密,深圳
002824,和胜股份,深圳
002825,纳尔股份,深圳
002826,易明医药,深圳
002827,高争民爆,深圳
002828,贝肯能源,深圳
002829,星网宇达,深圳
002830,名雕股份,深圳
002831,裕同科技,深圳
002832,比音勒芬,深圳
002833,弘亚数控,深圳
002835,同为股份,深圳
002836,新宏泽,深圳
002837,英维克,深圳
002838,道恩股份,深圳
002839,张家港行,深圳
002840,华统股份,深圳
002841,视源股份,深圳
002842,翔鹭钨业,深圳
002843,泰嘉股份,深圳
002845,同兴达,深圳
002846,英联股份,深圳
002847,盐津铺子,深圳
002848,*ST高斯,深圳
002849,威星智能,深圳
002850,科达利,深圳
002851,麦格米特,深圳
002852,道道全,深圳
002853,皮阿诺,深圳
002855,捷荣技术,深圳
002856,美芝股份,深圳
002857,三晖电气,深圳
002858,力盛体育,深圳
002859,洁美科技,深圳
002860,星帅尔,深圳
002861,瀛通通讯,深圳
002862,实丰文化,深圳
002863,今飞凯达,深圳
002864,盘龙药业,深圳
002865,钧达股份,深圳
002866,传艺科技,深圳
002867,周大生,深圳
002868,*ST绿康,深圳
002869,金溢科技,深圳
002870,香山股份,深圳
002871,伟隆股份,深圳
002872,ST天圣,深圳
002873,新天药业,深圳
002875,安奈儿,深圳
002876,三利谱,深圳
002877,智能自控,深圳
002878,元隆雅图,深圳
002879,长缆科技,深圳
002880,卫光生物,深圳
002881,美格智能,深圳
002882,金龙羽,深圳
002883,中设股份,深圳
002884,凌霄泵业,深圳
002885,京泉华,深圳
002886,沃特股份,深圳
002887,绿茵生态,深圳
002888,惠威科技,深圳
002889,东方嘉盛,深圳
002890,弘宇股份,深圳
002891,中宠股份,深圳
002892,科力尔,深圳
002893,京能热力,深圳
002895,川恒股份,深圳
002896,中大力德,深圳
002897,意华股份,深圳
002898,*ST赛隆,深圳
002899,英派斯,深圳
002900,哈三联,深圳
002901,大博医疗,深圳
002902,铭普光磁,深圳
002903,宇环数控,深圳
002905,金逸影视,深圳
002906,华阳集团,深圳
002907,华森制药,深圳
002908,德生科技,深圳
002909,集泰股份,深圳
002910,庄园牧场,深圳
002911,佛燃能源,深圳
002912,中新赛克,深圳
002913,奥士康,深圳
002915,中欣氟材,深圳
002916,深南电路,深圳
002917,金奥博,深圳
002918,蒙娜丽莎,深圳
002919,名臣健康,深圳
002920,德赛西威,深圳
002921,联诚精密,深圳
002922,伊戈尔,深圳
002923,润都股份,深圳
002925,盈趣科技,深圳
002926,华西证券,深圳
002927,泰永长征,深圳
002928,华夏航空,深圳
002929,润建股份,深圳
002930,宏川智慧,深圳
002931,锋龙股份,深圳
002932,明德生物,深圳
002933,新兴装备,深圳
002935,天奥电子,深圳
002936,郑州银行,深圳
002937,兴瑞科技,深圳
002938,鹏鼎控股,深圳
002939,长城证券,深圳
002940,昂利康,深圳
002941,新疆交建,深圳
002942,新农股份,深圳
002943,宇晶股份,深圳
002945,华林证券,深圳
002946,新乳业,深圳
002947,恒铭达,深圳
002948,青岛银行,深圳
002949,华阳国际,深圳
002950,奥美医疗,深圳
002951,金时科技,深圳
002952,亚世光电,深圳
002953,日丰股份,深圳
002955,鸿合科技,深圳
002956,西麦食品,深圳
002957,科瑞技术,深圳
002958,青农商行,深圳
002959,小熊电器,深圳
002960,青鸟消防,深圳
002961,瑞达期货,深圳
002962,五方光电,深圳
002963,豪尔赛,深圳
002965,祥鑫科技,深圳
002966,苏州银行,深圳
002967,广电计量,深圳
002968,新大正,深圳
002969,嘉美包装,深圳
002970,锐明技术,深圳
002971,和远气体,深圳
002972,科安达,深圳
002973,侨银股份,深圳
002975,博杰股份,深圳
002976,瑞玛精密,深圳
002977,天箭科技,深圳
002978,安宁股份,深圳
002979,雷赛智能,深圳
002980,华盛昌,深圳
002981,朝阳科技,深圳
002982,湘佳股份,深圳
002983,芯瑞达,深圳
002984,森麒麟,深圳
002985,北摩高科,深圳
002986,宇新股份,深圳
002987,京北方,深圳
002988,豪美新材,深圳
002989,中天精装,深圳
002990,盛视科技,深圳
002991,甘源食品,深圳
002992,宝明科技,深圳
002993,奥海科技,深圳
002995,天地在线,深圳
002996,顺博合金,深圳
002997,瑞鹄模具,深圳
002998,优彩资源,深圳
002999,天禾股份,深圳
003000,劲仔食品,深圳
003001,中岩大地,深圳
003002,壶化股份,深圳
003003,天元股份,深圳
003004,*ST声迅,深圳
003005,竞业达,深圳
003006,百亚股份,深圳
003007,直真科技,深圳
003008,开普检测,深圳
003009,中天火箭,深圳
003010,若羽臣,深圳
003011,海象新材,深圳
003012,东鹏控股,深圳
003013,地铁设计,深圳
003015,日久光电,深圳
003016,欣贺股份,深圳
003017,大洋生物,深圳
003018,金富科技,深圳
003019,宸展光电,深圳
003020,立方制药,深圳
003021,兆威机电,深圳
003022,联泓新科,深圳
003023,彩虹集团,深圳
003025,思进智能,深圳
003026,中晶科技,深圳
003027,同兴科技,深圳
003028,振邦智能,深圳
003029,吉大正元,深圳
003030,祖名股份,深圳
003031,中瓷电子,深圳
003032,*ST传智,深圳
003033,征和工业,深圳
003035,南网能源,深圳
003036,泰坦股份,深圳
003037,三和管桩,深圳
003038,鑫铂股份,深圳
003039,顺控发展,深圳
003040,楚天龙,深圳
003041,真爱美家,深圳
003042,中农联合,深圳
003043,华亚智能,深圳
003816,中国广核,深圳
300001,特锐德,深圳
300002,神州泰岳,深圳
300003,乐普医疗,深圳
300004,南风股份,深圳
300005,探路者,深圳
300006,莱美药业,深圳
300007,汉威科技,深圳
300008,天海防务,深圳
300009,安科生物,深圳
300010,豆神教育,深圳
300011,鼎汉技术,深圳
300012,华测检测,深圳
300013,新宁物流,深圳
300014,亿纬锂能,深圳
300015,爱尔眼科,深圳
300016,北陆药业,深圳
300017,网宿科技,深圳
300018,中元股份,深圳
300019,硅宝科技,深圳
300020,ST银江,深圳
300021,大禹节水,深圳
300022,吉峰科技,深圳
300024,机器人,深圳
300025,华星创业,深圳
300026,红日药业,深圳
300027,华谊兄弟,深圳
300029,*ST天龙,深圳
300030,阳普医疗,深圳
300031,宝通科技,深圳
300032,金龙机电,深圳
300033,同花顺,深圳
300034,钢研高纳,深圳
300035,中科电气,深圳
300036,超图软件,深圳
300037,新宙邦,深圳
300039,上海凯宝,深圳
300040,九洲集团,深圳
300041,回天新材,深圳
300042,朗科科技,深圳
300043,星辉娱乐,深圳
300044,ST赛为,深圳
300045,华力创通,深圳
300046,台基股份,深圳
300047,天源迪科,深圳
300048,合康新能,深圳
300049,福瑞股份,深圳
300050,世纪鼎利,深圳
300051,琏升科技,深圳
300052,ST中青宝,深圳
300053,航宇微,深圳
300054,鼎龙股份,深圳
300055,万邦达,深圳
300056,中创环保,深圳
300057,万顺新材,深圳
300058,蓝色光标,深圳
300059,东方财富,深圳
300061,旗天科技,深圳
300062,中能电气,深圳
300063,天龙集团,深圳
300065,海兰信,深圳
300066,三川智慧,深圳
300067,安诺其,深圳
300068,南都电源,深圳
300069,金利华电,深圳
300070,碧水源,深圳
300071,福石控股,深圳
300072,海新能科,深圳
300073,当升科技,深圳
300074,华平股份,深圳
300075,数字政通,深圳
300076,GQY视讯,深圳
300077,国民技术,深圳
300078,思创医惠,深圳
300079,数码视讯,深圳
300080,易成新能,深圳
300081,恒信东方,深圳
300082,奥克股份,深圳
300083,创世纪,深圳
300084,海默科技,深圳
300085,银之杰,深圳
300086,康芝药业,深圳
300087,荃银高科,深圳
300088,长信科技,深圳
300091,金通灵,深圳
300092,科新机电,深圳
300093,*ST金刚,深圳
300094,国联水产,深圳
300095,华伍股份,深圳
300096,ST易联众,深圳
300097,ST智云,深圳
300098,高新兴,深圳
300099,尤洛卡,深圳
300100,双林股份,深圳
300101,振芯科技,深圳
300102,乾照光电,深圳
300103,达刚控股,深圳
300105,龙源技术,深圳
300106,西部牧业,深圳
300107,建新股份,深圳
300109,新开源,深圳
300110,华仁药业,深圳
300111,向日葵,深圳
300112,万讯自控,深圳
300113,顺网科技,深圳
300115,长盈精密,深圳
300118,东方日升,深圳
300119,瑞普生物,深圳
300120,经纬辉开,深圳
300121,阳谷华泰,深圳
300122,智飞生物,深圳
300123,亚光科技,深圳
300124,汇川技术,深圳
300125,*ST聆达,深圳
300126,锐奇股份,深圳
300127,银河磁体,深圳
300128,锦富技术,深圳
300129,泰胜风能,深圳
300130,新国都,深圳
300131,英唐智控,深圳
300132,青松股份,深圳
300133,华策影视,深圳
300134,大富科技,深圳
300135,宝利国际,深圳
300136,信维通信,深圳
300137,ST先河,深圳
300138,晨光生物,深圳
300139,晓程科技,深圳
300140,节能环境,深圳
300141,和顺电气,深圳
300142,沃森生物,深圳
300143,盈康生命,深圳
300144,宋城演艺,深圳
300145,南方泵业,深圳
300146,汤臣倍健,深圳
300147,ST香雪,深圳
300148,天舟文化,深圳
300149,睿智医药,深圳
300150,世纪瑞尔,深圳
300151,昌红科技,深圳
300152,ST新动力,深圳
300153,科泰电源,深圳
300154,瑞凌股份,深圳
300155,安居宝,深圳
300157,新锦动力,深圳
300158,振东制药,深圳
300159,*ST新研,深圳
300160,秀强股份,深圳
300161,华中数控,深圳
300162,雷曼光电,深圳
300163,先锋新材,深圳
300164,通源石油,深圳
300165,ST天瑞,深圳
300166,东方国信,深圳
300167,ST迪威迅,深圳
300168,万达信息,深圳
300169,天晟新材,深圳
300170,汉得信息,深圳
300171,东富龙,深圳
300172,中电环保,深圳
300173,福能东方,深圳
300174,元力股份,深圳
300175,ST朗源,深圳
300176,鸿特科技,深圳
300177,中海达,深圳
300179,四方达,深圳
300180,华峰超纤,深圳
300181,佐力药业,深圳
300182,捷成股份,深圳
300183,东软载波,深圳
300184,力源信息,深圳
300185,通裕重工,深圳
300187,永清环保,深圳
300188,国投智能,深圳
300189,神农种业,深圳
300190,维尔利,深圳
300191,潜能恒信,深圳
300192,科德教育,深圳
300193,佳士科技,深圳
300194,福安药业,深圳
300195,长荣股份,深圳
300196,长海股份,深圳
300197,节能铁汉,深圳
300198,ST纳川,深圳
300199,翰宇药业,深圳
300200,高盟新材,深圳
300201,海伦哲,深圳
300203,聚光科技,深圳
300204,舒泰神,深圳
300205,*ST天喻,深圳
300206,理邦仪器,深圳
300207,欣旺达,深圳
300209,有棵树,深圳
300210,森远股份,深圳
300211,*ST亿通,深圳
300212,易华录,深圳
300213,佳讯飞鸿,深圳
300214,日科化学,深圳
300215,电科院,深圳
300217,东方电热,深圳
300218,安利股份,深圳
300219,鸿利智汇,深圳
300220,金运激光,深圳
300221,银禧科技,深圳
300222,科大智能,深圳
300223,北京君正,深圳
300224,正海磁材,深圳
300225,*ST金泰,深圳
300226,上海钢联,深圳
300227,光韵达,深圳
300228,富瑞特装,深圳
300229,拓尔思,深圳
300230,永利股份,深圳
300231,银信科技,深圳
300232,洲明科技,深圳
300233,金城医药,深圳
300234,开尔新材,深圳
300235,方直科技,深圳
300236,上海新阳,深圳
300237,美晨科技,深圳
300238,冠昊生物,深圳
300239,东宝生物,深圳
300240,飞力达,深圳
300241,瑞丰光电,深圳
300242,佳云科技,深圳
300243,瑞丰高材,深圳
300244,迪安诊断,深圳
300245,天玑科技,深圳
300246,宝莱特,深圳
300247,融捷健康,深圳
300248,新开普,深圳
300249,依米康,深圳
300250,初灵信息,深圳
300251,光线传媒,深圳
300252,金信诺,深圳
300253,卫宁健康,深圳
300254,仟源医药,深圳
300255,常山药业,深圳
300256,星星科技,深圳
300257,开山股份,深圳
300258,精锻科技,深圳
300259,新天科技,深圳
300260,新莱应材,深圳
300261,雅本化学,深圳
300263,隆华科技,深圳
300264,佳创视讯,深圳
300265,通光线缆,深圳
300266,兴源环境,深圳
300267,尔康制药,深圳
300268,*ST佳沃,深圳
300269,联建光电,深圳
300270,中威电子,深圳
300271,华宇软件,深圳
300272,开能健康,深圳
300274,阳光电源,深圳
300275,梅安森,深圳
300276,三丰智能,深圳
300277,海联讯,深圳
300278,华昌达,深圳
300279,和晶科技,深圳
300280,*ST紫天,深圳
300281,金明精机,深圳
300283,温州宏丰,深圳
300284,苏交科,深圳
300285,国瓷材料,深圳
300286,安科瑞,深圳
300287,飞利信,深圳
300288,朗玛信息,深圳
300289,利德曼,深圳
300290,荣科科技,深圳
300291,百纳千成,深圳
300292,吴通控股,深圳
300293,蓝英装备,深圳
300294,博雅生物,深圳
300295,三六五网,深圳
300296,利亚德,深圳
300298,三诺生物,深圳
300299,富春股份,深圳
300300,海峡创新,深圳
300301,ST长方,深圳
300302,同有科技,深圳
300303,聚飞光电,深圳
300304,云意电气,深圳
300305,裕兴股份,深圳
300306,远方信息,深圳
300307,慈星股份,深圳
300308,中际旭创,深圳
300310,宜通世纪,深圳
300311,ST任子行,深圳
300313,*ST天山,深圳
300314,戴维医疗,深圳
300315,掌趣科技,深圳
300316,晶盛机电,深圳
300317,珈伟新能,深圳
300318,博晖创新,深圳
300319,麦捷科技,深圳
300320,海达股份,深圳
300321,同大股份,深圳
300322,硕贝德,深圳
300323,华灿光电,深圳
300324,旋极信息,深圳
300326,ST凯利,深圳
300327,中颖电子,深圳
300328,宜安科技,深圳
300329,海伦钢琴,深圳
300331,苏大维格,深圳
300332,天壕能源,深圳
300333,兆日科技,深圳
300334,津膜科技,深圳
300335,迪森股份,深圳
300337,银邦股份,深圳
300338,ST开元,深圳
300339,润和软件,深圳
300340,科恒股份,深圳
300341,麦克奥迪,深圳
300342,天银机电,深圳
300343,ST联创,深圳
300344,ST立方,深圳
